unidade_origem,unidade_responsavel,dia_semana,mes_fato,ano_fato,data_fato,consolidado,especificacao_crime,causa_presumivel,meio_empregado_sisp,bairros,local_ocorrencia,vit_fx_etaria,vit_sexo,vit_cor_pele,vit_grau_inst,grau_de_relacionamento,relato,aut_sexo,turno,periodo,consolidado_stratified
Nao informado,Nao informado,TER,OUTUBRO,2021,2021-10-12,LESAO CORPORAL,VIOLENCIA DOMESTICA,ALCOOLISMO / EMBRIAGUEZ,OUTROS MEIOS,MURUBIRA,VIA PUBLICA,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO SUPERIOR COMPLETO,EX-COMPANHEIRO(A),"<P>A RELATORA ACIMA QUALIFICADA, COMPARECE A ESTA SECCIONAL DE POLICIA CIVIL PARA COMUNICAR QUE VIVEU MARITALMENTE COM FELIPE DE OLIVEIRA NASCIMENTO, NASCIDO EM: 23/02/1987, NATURAL DE SAO PAULO, CPF Nº 877.838.212-91, FILIACAO: FLAVIO JOSE DO NASCIMENTO E ANA LUCIA OLIVEIRA DA CONCEICAO NASCIMENTO, RESIDENTE A: AL. MANITO, Nº 46, CARANANDUBA, MOSQUEIRO, E LOTADO NO 13º BATALHAO DE POLICIA MILITAR DE TUCURUI; QUE DURANTE ESSA RELACAO MARITAL QUE DUROU 15 ANOS,&NBSP;O CASAL TIVERAM DUAS FILHAS; QUE DURANTE ESSES 15 ANOS DE RELACIONAMENTO FELIPE FREQUENTEMENTE A TRAIA COM OUTRAS MULHERES, POREM, A RELATORA ACABAVA RELEVANDO E PERDOAVA SEU MARIDO; QUE NO ANO DE 2020, A RELATORA RESIDIA NO MUNICIPIO DE ALTAMIRA/PA, ENTAO DECIDIU SEPARAR-SE DE FELIPE, DEIXOU O EMPREGO EM ALTAMIRA E VEIO MORAR EM MOSQUEIRO COM AS FILHAS; QUE FELIPE VEIO ATRAS DA RELATORA E O CASAL ACABOU REATANDO O CASAMENTO, ENTRETANTO, FELIPE CONTINUOU COM O COMPORTAMENTO DE SEMPRE, QUE ERA NAO DAR ATENCAO A RELATORA E AS TRAICOES; QUE ONTEM (12/10/2021), A RELATORA E FELIPE SAIRAM PARA UM PAGODE NA BARRACA PINGUIM, MOSQUEIRO, ENTRETANTO, POR VOLTA DE 00:20H DE 13/10/2021, QUANDO O CASAL RETORNAVA PRA CASA FELIPE RESOLVEU COBRAR DA RELATORA POR QUE A MESMA TEVE UM RELACIONAMENTO COM UM HOMEM ALGUNS MESES ATRAS, OCASIAO EM QUE O CASAL ESTAVA SEPARADO, E DAI INICIOU-SE UMA DISCUSSAO ENTRE ELES, ACABANDO POR FELIPE AGREDI-LA FISICAMENTE; QUE A RELATORA REAGIU A AGRESSAO E TAMBEM AGREDIU FELIPE BATENDO COM O CELULAR NO ROSTO DELE; QUE FELIPE AGREDIU A RELATORA COM SOCOS NA CABECA, NA COSTELA, E NO ROSTO, ALEM DE UM MACHUCADO NA MAO ESQUERDA DA RELATORA; QUE REQUER MEDIDAS PROTETIVAS, ASSIM COMO REPRESENTAR CRIMINALMENTE CONTRA ELE; #</P>",M,NOITE,2 SEMESTRE DE 2021,LESAO CORPORAL
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DOM,JANEIRO,2020,2020-01-05,AMEACA,VIOLENCIA DOMESTICA,ALCOOLISMO / EMBRIAGUEZ,SEM INSTRUMENTO,JURUNAS,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<p>A relatora<b> SEBASTIANA CORREA DA SILVA</b>, compareceu nesta especializada - DEAM para registrar que neste madrugada seu ex companheiro, <b>JOSE FERNANDO DOS SANTOS FERREIRA</b>, nascido em 18/12/1991, filho de Silvia Helena dos Santos Ferreira, residente no kit nete onde mora a relatora , localizado na rua dos Timbiras 319- Jurunas, para informar que esta sendo ameaçada de morte pelo seu ex companheiro o qual não aceita a separação, que o casal esta junto ha 4 anos e possuem dois filhos, de 2 anos e outro com 10 meses de idade, que a relatora pos fim no relacionamento ha um mês devido Jose Fernando ser usuario de drogas e sempre que usa e consome bebida alcoolica chaga em casa e quebra tudo, e foi o que ocorreu no dia de hoje quando Jose bateu em sua porta as 06 h e a declarante se recusou a abrir , tendo o mesmo ameaçadO: ""EU QUERO TUA ALMA EU SO SAIO DAQUI QUANDO TE MATAR E VOU&nbsp; PRESO"" (TEXTUAIS) que a relatora diz que não trabalha , faz alguns bicos e que o ex companeheiro trabalha carregando açai na feira do açai, e é quem da&nbsp; o sustento, que a mesma não quer mais o relacionamento e se sente obrigada devido as ameaças. QUE Ira Solicitar <b>Medidas Protetivas .</b></p>",M,MANHA,1 SEMESTRE DE 2020,AMEACA
CREMACAO - 4ª SECCIONAL - 1ª RISP- 3ª AISP,CREMACAO - 4ª SECCIONAL - 1ª RISP- 3ª AISP,DOM,SETEMBRO,2020,2020-09-20,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,CONDOR,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<p>A comunicante acima qualificada compareceu a esta Seccional Urbanma da Cremação na data e hora informados para relatar que esta sendo ameaçada pelos nacionais FABIANO QUARESMA E FABRICIO QUARESMA, que ambos residem juntos, na PASSAGEM MARAJOARA N°94 ENTRE BERNARDO SAYAO E PASSAGEM SALVADOR-CONDOR; Que durante uma discussão FABRICIO disse as seguintes: ""TU NÃO VAI PASSAR DO CÍRIO""; Que FABIANO ja mostrou uma arma para ela e disse as seguintes: ""SUA FILHA DA PUTA VOU DAR UM TIRO NA TUA CARA""; Que estes fatos ocorrem habitualmente; Que o motivo seria por uma parte de um chagão que se encontra ao lado da residencia da relatora. Registra-se para os devidos fins.///</p>",M,MANHA,2 SEMESTRE DE 2020,AMEACA
TAPANA - UNIDADE INTEGRADA PROPAZ - 1ª RISP - 11ª AISP,TAPANA - UNIDADE INTEGRADA PROPAZ - 1ª RISP - 11ª AISP,TER,SETEMBRO,2020,2020-09-29,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TAPANA,VIA PUBLICA,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<p>A relatoraacima qualificada compareceu nestaDelegacia de Polícia, para comunicar que foi v´pitima de ameaça praticada pelo nacional JOÃO, residente na ALAMEDA MARAJOARA, QUADRA A, CASA 19A, BAIRRO: TAPANÃ (CASA DE EVENTOS CRISTAL) que após o cachoror da relatora fugir, o referido nacional disse as seguintes textuais ""SE ACONTECER DE NOVO EU VOU ENTRAR AÍ, MATAR TEUS CACHORROS E TE MATAR TAMBÉM"" e xingou a relatora chamando a mesma de ""FILHA DA PUTA"" e entre outras ofensas humilhando a mesma. A relatora ressalta que teme por sua integridade física, pois ficaa maior parte do tempo sozinha em casa e seu esposo só chega a noite.&nbsp;Registra-se para os devidos fins.//////////////////////////////////////////////</p>",Nao informado,TARDE,2 SEMESTRE DE 2020,AMEACA
Nao informado,Nao informado,SAB,MARCO,2022,2022-03-05,LESAO CORPORAL,VIOLENCIA DOMESTICA,OUTRAS,SEM INSTRUMENTO,BENGUI,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PARDA,ENSINO SUPERIOR COMPLETO,EX-COMPANHEIRO(A),"<P>QUE, COMPARECEU A ESTA ESPECIALIZADA PARA COMUNICAR QUE FOI AGREDIDA E LESIONADA POR SEU EX COMPANHEIRO, NACIONAL VALDECIR PINHEIRO PANTOJA, IDENTIDADE 7199684 SSP/PA, CPF 38814702 - 47, DESOCUPADO, NASCIDO AOS 19/09/1995 (26 ANOS), FILHO DE OSMELITA PINHEIRO PANTOJA, O QUAL POSSUI DIVERSAS “PASSAGENS PELA POLICIA” (CRIMES 155, 180, FORMACAO DE QUADRILHA), COM QUEM CONVIVEU POR CERCA DE 8 ANOS E TEM UM FILHO DE 1 ANO E 5 MESES; OCORRE QUE, SEPARARAM-SE ACERCA DE 4 MESES, RESSALTA QUE JA FOI AGREDIDA FISICAMENTE VARIAS VEZES PELO DECLARADO E QUE NA DATA DESTE REGISTRO, 05/03/2022, POR VOLTA DAS 09:00 HORAS, A DECLARANTE ENCONTRAVA-SE EM UMA FESTA DE ANIVERSARIO DE UMA AMIGA, QUANDO VALDECIR INVADIU A RESIDENCIA E LHE AGREDIU FISICAMENTE COM VARIOS SOCOS, CHUTES, TAPAS, QUEBROU 3 CABOS DE VASSOURA EM CIMA DA DECLARANTE, QUE FICOU VISIVELMENTE LESIONADA COM HEMATOMAS, EM SEGUIDA PEGOU AS CHAVES DA MOTOCICLETA DE PROPRIEDADE DA RELATORA (MARCA/MODELO HONDA BIZ 125, ANO 2019, COR BRANCA COM BEGE, PLACA), A QUAL A DECLARANTE COMPROU COM HERANCA DE SUA AVO E APROPRIOU-SE DO VEICULO, LEVANDO-O E LEVANDO TAMBEM O FILHO DO CASAL, DE UM ANO E CINCO MESES; QUE, A DECLARANTE FOI ATE A DELEGACIA DO BENGUI PARA REGISTRAR OS FATOS E QUE FOI ACOMPANHADA POR DOIS POLICIAIS ATE A RESIDENCIA DE VALDECIR; QUE, VALDECIR FALOU POR TELEFONE PARA A DECLARANTE QUE HAVIA SIDO ORIENTADO PELOS REFERIDOS POLICIAIS A ELE MESMO PRESTAR OCORRENCIA CONTRA A DECLARANTE E QUE “MARIA DA PENHA” NAO DA EM NADA; QUE, A DECLARANTE RESOLVER VIR ATE ESTA ESPECIALIZADA PARA DECLARAR OS FATOS E PERANTE AUTORIDADE POLICIAL AQUI PRESENTE, REQUEREU AS MEDIDAS PROTETIVAS DA LEI 11.340/06, AS QUAIS ELENCA-SE: III - PROIBICAO DE DETERMINADAS CONDUTAS, ENTRE AS QUAIS: A) PROIBICAO DE APROXIMACAO DA OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS, FIXANDO O LIMITE MINIMO DE DISTANCIA ENTRE ESTA E O AGRESSOR; B) PROIBICAO DE CONTATO COM A OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS POR QUALQUER MEIO DE COMUNICACAO; C) PROIBICAO DE FREQUENTAR DETERMINADOS LUGARES A FIM DE PRESERVAR A INTEGRIDADE FISICA E PSICOLOGICA DA OFENDIDA. D) RESTRICAO OU SUSPENSAO DE VISITAS AOS DEPENDENTES MENORES, OUVIDA A EQUIPE DE ATENDIMENTO MULTIDISCIPLINAR OU SERVICO SIMILAR; II – EM FAVOR DA VITIMA:1) ENCAMINHAMENTO DA OFENDIDA E SEUS DEPENDENTES A PROGRAMA OFICIAL COMUNITARIO DE PROTECAO OU DE ATENDIMENTO (QUE SEJA INCLUIDA NA PATRULHA MARIA DA PENHA); III - DIREITOS RELATIVOS A PROTECAO PATRIMONIAL:1) RESTITUICAO DE BENS INDEVIDAMENTE SUBTRAIDOS PELO AGRESSOR A OFENDIDA; (MARCA/MODELO HONDA BIZ 125, ANO 2019, COR BRANCA COM BEGE, PLACA). ESTA SENDO ENCAMINHADA PARA CORPO DE DELITO; NAO REQUER A PROTECAO DO ESTADO (ALBERGUE PUBLICO). REGISTRA-SE.</P><P><BR></P>",M,MANHA,1 SEMESTRE DE 2022,LESAO CORPORAL
MARAMBAIA - 5ª SECCIONAL - 1ª RISP - 9ª AISP,MARAMBAIA - 5ª SECCIONAL - 1ª RISP - 9ª AISP,DOM,MARCO,2019,2019-03-10,LESAO CORPORAL,Nao informado,ÓDIO OU VINGANÇA,OUTROS MEIOS,MARAMBAIA,VIA PUBLICA,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<p>A Relatora, a Sra. BEATRIZ LIRIEL PINHEIRO MARQUES, compareceu nesta 5ª SECCIONAL e comunicou que, na data, hora e local citados, foi vítima do crime de “Lesão Corporal”; Conduta praticada por um nacional que a mesma “não sabe identificar quem era”; Ressalta que, na hora do fato, estava caminhando e seguia para seu local de trabalho, quando, ao passar próximo do agressor, este importunou a Relatora, lhe proferindo a palavra “PRINCESA”; Que a Relatora, demonstrando insatisfação com a importunação, olhou de “cara feia” para o sujeito e que, em seguida, este “partiu pra cima” da vítima e lhe desferiu um soco em sua boca, acertando seu lábio inferior e a lesionando; Que o fato foi presenciado por várias pessoas que estavam ao redor, mas que ninguém auxiliou a vítima; Que a vítima fugiu do agressor e saiu correndo; Que não conhece o mesmo, mas se recorda que ele era um homem, que aparentava ter entre 30 e 35 anos de idade, de pele morena clara, estatura mediana, físico “normal”, cabelo meio grisalho, e que, na hora, trajava camiseta marrom e bermuda; Que Registra-se o fato para os devidos fins de direitos e providências cabíveis./////////////////////</p>",Nao informado,TARDE,1 SEMESTRE DE 2019,LESAO CORPORAL
Nao informado,Nao informado,SAB,AGOSTO,2022,2022-08-20,AMEACA,Nao informado,ÓDIO OU VINGANÇA,OUTROS MEIOS,ITAITEUA,RESIDENCIA PARTICULAR,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<P>QUE VEIO NESTA ESPECIALIZADA PARA REGISTRAR QUE&NBSP; HA APROXIMADAMENTE SETE ANOS CONVIVE EM UNIAO ESTACEL COM O SR. MANOEL ANTONIO DA SILVA, 52 ANOS, NAO SABENDO INFORMAR OS DADOS PESSOAIS ASSIM COMO RG E CPF , SABENDO APENAS QUE E NATURAL DE MOJU/PA, RESIDENTE NO MUNICIPIO DE MOJU, COMUNIDADE RIBEIRINHA DE MOJU MIRIM/PA, POSSUINDO TRES FILHOS DESTA UNIAO 11 , 06 , 4 E A MENOR COM TRES DIAS DE NASCIDO. DECLARA QUE MORAVAM NA COMUNIDADE RIBEIRINHA DE MOJU MIRIM,MUNICIPIO DE MOJU/PA, E EM MEADOS DO MES DE MAIO/2022 O SEU COMPANHEIRO SR. MANOEL O QUAL E UMA PESSOA BASTANTE AGRESSIVA ESTAVA ALCOOLIZADO E A DECLARANTE HAVIA SAIDO COM OS FILHOS PARA TIRAR ACAI E AO RETORNAR O DECLARADO ESTAVA QUEIMANDO OS PERTENCES COMO ROUPAS, DOCUMENTOS,CARTEIRAS DE VACINACAO DOS FILHOS DO CASAL. QUE A DECLARANTE DE IMEDIATO RETORNOU COM OS FILHOS NA RABETA COM DESTINO AO VER-O-PESO, ONDE VENDEU A RABETA E SEGUIU COM OS FILHOS PARA A RESIDENCIA DE SEUS PAIS (AVOS DE CRIACAO). QUE APOS ESSE FATO COM A AJUDA DO CONSELHO TUTELAR REGISTROU OCORRENCIA PARA PROVIDENCIAR OS DOCUMENTOS DOS FILHOS. OCORRE QUE ENCONTRA-SE ATUALMENTE NA ENCONTRAVA-SE NA RESIDENCIA DE SUA IRMA NA PASSAGEM DAS FLORES,Nº 18, BAIRRO DA BRASILIA EM OUTEIRO,&NBSP; PARA PASSAR ALGUNS DIAS ,QUANDO NA DATA DE 20/08/2022 POR VOLTA DE 18:00- H, SEU COMPANHEIRO CHEGOU NO LOCAL INVADIU A CASA , CHUTANDO O PORTAO E GRITANDO PELO DA DECLARANTE E DISSE EM TEXTUAIS:-’VOU TE MATAR,NAO VAI TER NINGUEM ,VAGABUNDA,CACHORRA,TE PEGO!” QUE A DECLARANTE CONSEGUIU FUGIR PELOS FUNDOS , PULOU O MURO DE RESIDENCIAS PROXIMAS MESMO EM ADIANTADO ESTADO DE GRAVIDEZ E PEDIU AJUDA SENDO ACOLHIDA E LEVADA PARA UMA RESIDENCIA EM MARITUBA/PA , ONDE PERMANECEU ATE QUE FOI LEVADA AO HOSPITAL ABELARDO SANTOS COM DORES DE PARTO. DECLARA QUE APOS A SUA SAIDA DO HOSPITAL ABELARDO SANTOS NAO POSSUI OUTRO LOCAL SEGURO PARA FICAR HAJA VISTA QUE O SEU COMPANHEIRO CONTINUA EM OUTEIRO PARA PROCURA-LAS NA RESIDENCIA DOS FAMILIARES. QUE REQUER ACOLHIMENTO NA CASA ABRIGO. QUANTO A AMEACA REPRESENTA CRIMINALMENTE CONTRA O COMPANHEIRO SR. MANOEL ANTONIO DA SILVA O QUAL ENCONTRA-SE EM LOCAL INCERTO, REQUERAS MEDIDAS PROTETIVAS DE URGENCIA. QUE APENAS AIRMA DA OFENDIDA&NBSP; PRESENCIOU A AMEACA&NBSP;FATO SRA.ADRIANA ,RESIDENTE NO MESMO LOCAL DO FATO&NBSP; SITO PASSAGEM DAS FLOES,Nº 18, BAIRRO: BRASILIA,BELEM/PA&NBSP;. REGISTRA-SE.//</P>",Nao informado,NOITE,2 SEMESTRE DE 2022,AMEACA
Nao informado,Nao informado,TER,JANEIRO,2023,2023-01-24,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TELEGRAFO,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>A RELATORA ACIMA IDENTIFICADA COMUNICA NESTA DIVISAO ESPECIALIZADA QUE ESTA SENDO VITIMA DE AMEACA POR PARTE DE SEU EX MARIDO O NACIONAL JOAO BATISTA SANTOS RODRIGUES, BRASILEIRO, NATURAL DE BELEM/PA, CASADO, ENSINO FUNDAMENTAL INCOMPLETO, AUTONOMO, RG: 2414517-PC/PA, CPF: 664.590.282-49, NASCIDO EM 08/11/1976, FILHO DE MANOEL RAIMUNDO RODRIGUES E EGIDIA DOS SANTOS VIANA, RESIDENTE NA TV CORONEL LUIS BENTES, Nº. 739, BAIRRO TELEGRAFO, BELEM/PA, FONE: NAO SABE INFORMAR, COM QUEM FOI CASADA POR 28 ANOS E ATUALMENTE SEPARADOS DE CORPOS; QUE, RELATA QUE VIVEU UM RELACIONAMENTO ABUSIVO DESDE QUE CASOU, POIS HA 20 ANOS SOFREU VIOLENCIA DOMESTICA E DENUNCIOU JOAO OCASIAO QUE O CASAL SEPAROU E COM MENOS DE UM ANO REATARAM O CASAMENTO E QUE DESDE ESSE TEMPO NAO HOUVE MAIS AGRESSAO FISICA APENAS OFENSAS, INJURIAS DENTRE ELAS A INJURIA RACIAL, BEM COMO AMEACAS, AS QUAIS CAUSARAM UM GRAVE PROBLEMA DE SAUDE, POIS ATUALMENTE A DECLARANTE SOFRE DE DEPRESSAO GRAVISSIMA COM SURTOS PSICOTICOS, ISSO TUDO POR CONTA DO TRATAMENTO QUE RECEBIA DO EX MARIDO; QUE, O CASAL POSSUI 02 FILHOS ADULTOS E O FILHO RESIDE NA ALEMANHA ONDE ESTA TERMINANDO OS ESTUDOS ENQUANTO QUE A FILHA MORA COM A DECLARANTE; QUE, JOAO A OFENDE COM PALAVRAS DE BAIXO CALAO A CHAMANDO DE VAGABUNDA, PUTA, VAI DA O CU E ISSO SEMPRE ACONTECE NA FRENTE DE OUTRAS PESSOAS A DEIXANDO ALTAMENTE CONSTRANGIDA E SE SENTE HUMILHADA PELO EX MARIDO; QUE, SEMPRE TRABALHOU PARA AJUDAR NO SUSTENTO DOS FILHOS E DEVIDO SEU ESTADO DE SAUDE A DECLARANTE NAO CONSEGUE TRABALHAR PORQUE NAO CONSEGUE SE LEVANTAR DA CAMA COM TANTAS DORES QUE SENTE, E QUE SE SENTE INVALIDA PARA TUDO, MAS QUE FAZ TRATAMENTO PSIQUIATRICO E QUE MESMO ASSIM JOAO A TRATA MAL, DIZENDO QUE A DECLARANTE TEM PREGUICA E A MANDA TRABALHA DIZENDO: “VAI TRABALHAR VAGABUNDA, EU NAO VOU SUSTENTAR VAGABUNDA QUE NAO QUER TRABALHAR, MANDA OS HOMENS QUE TE COMEM TE DAREM” (SIC); QUE, NAO AGUENTA TANTA HUMILHACAO E DURANTE A SEPARACAO FIZERAM ACORDO DE DIVIDIR A CASA, FICANDO A DECLARANTE MORANDO NO ANDAR DE BAIXO E JOAO FICOU NO ANDAR DE CIMA, MAS QUE MESMO ASSIM A DECLARANTE NAO TEM PAZ, SOFRE AMEACAS QUASE TODOS OS DIAS; QUE, NA SEMANA PASSADA A DECLARANTE FOI VISITAR SUA GENITORA QUE MORA NO INTERIOR E PASSOU 07 DIAS AO LADO DA MAE E AO VOLTAR, PASSADOS UNS 04 DIAS, JOAO CORTOU A ENERGIA DA PARTE DA CASA ONDE A DECLARANTE MORA E QUE ESTA VIVENDO SEM ENERGIA ATE A PRESENTE DATA, VIVENDO IGUAL UM BICHO NO ESCURO, SEM ALIMENTOS; QUE, JOAO DIZ QUE TUDO QUE TEM ALI E DELE E QUE A DECLARANTE NAO TEM DIREITO A NADA, RESSALTANDO QUE O IMOVEL FOI CONSTRUIDO COM A CONTRIBUICAO DA DECLARANTE, SABENDO DEPOIS QUE O GENITOR DE JOAO REGISTROU O IMOVEL APENAS EM NOME DE JOAO E POR ISSO ELE DIZ QUE E DELE; QUE, CONSTANTEMENTE JOAO A AMEACA, SENDO A ULTIMA AMEACA HA 04 DIAS, SENDO NA TERCA FEIRA DIA 24/01/2023, POR VOLTA DAS 14:30 HORAS, QUANDO ELE DISSE: “OLHA, EU VOU DA ENTRADA NO DIVORCIO E VOU TE EXPULSAR DAQUI”, QUE, ELE SEMPRE FALA “VOU PASSAR O SAL EM TI” “AGRADECE A MIM SE NAO A CRISTINA VAI TERMINAR O SERVICO” (SIC), SE REFERINDO A ATUAL COMPANHEIRA QUE JA TENTOU MATAR A DECLARANTE HA BASTANTE TEMPO; QUE, NO MOMENTO A DECLARANTE NAO DESEJA REPRESENTAR CRIMINALMENTE CONTRA O EX MARIDO PORQUE SEU SOGRO TEM CERTA IDADE E ESTA PASSANDO POR PROBLEMAS DE SAUDE E SE ACONTECER ALGO A DECLARANTE NAO QUER SE SENTIR CULPADA; QUE, NAO ACEITA IR PARA ABRIGO, MAS DESEJA SOLICITAR MEDIDAS PROTETIVAS DENTRE ELAS QUE JOAO RESTABELECA A ENERGIA DE SUA CASA, AS DEMAIS SERAO DESTACADAS EM SEU DEPOIMENTO. REGISTRA-SE////</P>",Nao informado,TARDE,1 SEMESTRE DE 2023,AMEACA
MOSQUEIRO - 9ª SECCIONAL - 1ª RISP- 15ª E 16ª AISP,MOSQUEIRO - 9ª SECCIONAL - 1ª RISP- 15ª E 16ª AISP,DOM,AGOSTO,2020,2020-08-02,LESAO CORPORAL,VIOLENCIA DOMESTICA,ALCOOLISMO / EMBRIAGUEZ,OUTROS MEIOS,CARUARA,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL COMPLETO,COMPANHEIRO(A),"<p>O Sr. WALMIR MONTEIRO DE SOUSA, 2ºSGTº PM, lotado no 25º BPM, estava de ronda na VTR.2507, quando foi acionado, via CIOP, para atender uma denúncia de Violência Doméstica contra a Mulher, e antes de ir na diligência, a vítima, Srtª. STEFANY DA SILVA AMADOR, compareceu no BPM e disse-lhe que havia sido agredida fisicamente pelo COMPANHEIRO, o nacional, JAMESON DOS SANTOS ALVES; QUE o depoente levou a vítima na VTR para indicar o endereço, e uma vez lá, o agressor atendeu o chamado do Apresentante, e ao ser indagado sobre a acusação da vítima, respondeu que o casal havia brigado; QUE, o aprestante deu voz de prisão e conduziu o agressor, que em nenhum momento resistiu ao comando do apresentante.</p>",M,TARDE,2 SEMESTRE DE 2020,LESAO CORPORAL
Nao informado,Nao informado,QUI,FEVEREIRO,2023,2023-02-16,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,AGULHA,INTERNET,ADULTO II (25 A 29 ANOS),F,PREJUDICADO,ENSINO SUPERIOR INCOMPLETO,NAO INFORMADO,"<P>A RELATORA ACIMA QUALIFICADA COMPARECE NESTA SECCIONAL DE POLICIA E COMUNICA QUE ESTA SENDO AMEACADA DE MORTE PELA NACIONAL CAMILA CASTRO, ENDERECO DO TRABALHO: RUA MANOEL EVARISTO, ESQUINA COM CURUCA, Nº 865, BAIRRO UMARIZAL, BELEM – PA; QUE, CAMILA ENVIOU MENSAGENS COM AMEACAS VIA INSTAGRAM, E AINDA XINGOU A RELATORA DE “VAGABUNDA”(TEXTUAIS), E DISSE PARA A MESMA FICAR ESPERTA. REGISTRA-SE PARA OS DEVIDOS FINS DE DIREITO.//////////////////////////////</P>",F,MANHA,1 SEMESTRE DE 2023,AMEACA
Nao informado,Nao informado,QUI,JANEIRO,2023,2023-01-05,LESAO CORPORAL,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,MARACACUERA,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,GENRO,"<P>QUE ESTAVA NA VTR 1009 PRESENTE A GUARNICAO CB LAYO, CB ASSUNCAO E SD CELSON, QUANDO PELO GENRO DA VITIMA DIZENDO QUE SEU SOGRO ESTAVA AGREDINDO SUA SOGRA E MAE DA SUA SOGRA; QUE DESLOCOU PARA ENDERECO RELATADO E CHEGANDO ENCONTROU AS VITIMAS QUE CONFIRMARAM O OCORRIDO, ASSIM COMO AS TESTEMUNHAS PRESENTES NO LOCAL; QUE O ACUSADO FOI ABORDADO E NAO ESBOCOU REACAO, SENDO ALGEMADO E CONDUZIDO PARA A DEAM ICOARACI.</P>",M,TARDE,1 SEMESTRE DE 2023,LESAO CORPORAL
TENONE UNIDADE INTEGRADA PROPAZ - 1ª RISP - 13ª AISP,TENONE UNIDADE INTEGRADA PROPAZ - 1ª RISP - 13ª AISP,QUA,JANEIRO,2020,2020-01-22,LESAO CORPORAL,Nao informado,OUTRAS,OUTROS MEIOS,TENONE,VIA PUBLICA,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<p>A nacional qualificada&nbsp;compareceu nesta UIPP na data hora citada para comunicar que alugou um KITNET NA QUADRA 15 DE DONA ELISABETH, onde a relatora (que está grávida de 5 meses) ocupou o imóvel na data dia 10/10/2020 pagando 200 reais de entrada, onde no dia posteiror a relatora ficou de depositar os 100 reais restante, entretanto DONA ELISABETH não aceitou mais e quer expulsão da relatora do imóvel e que, ontem, na data do dia 22/01/2020 dona ELISABETH JUNTAMENTE COM SEU MARIDO ERIC ""CONHECIDO ERIC PEDREIRO"" FALOU PARA SAÍREM IMEDIATAMENTE, ERIC TENTOU DAR COM UMA ""TERÇADA"" NO MARIDO DA RELATORA QUE ESTAVA LIGANDO PRA POLÍCIA, NESSE MOMENTO DO CALOR DA BRIGA, A PONTA DO ""TERÇADO"" PEGOU NO BRAÇO DIREITO DA RELATORA DE RASPÃO. REGISTRA-SE O FATO. ///////////////////////////////////////////////////////////////////////////////</p>",Nao informado,NOITE,1 SEMESTRE DE 2020,LESAO CORPORAL
